文章标题,文章链接,公众号名,发布时间,文章摘要,关键词,爬取页码,采集时间
关于正式启用青秀山风景区东门人行天桥的通告,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIsrprmp5E3AgHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvVjPTEI_E4Njyp0AO1Tc573z5v9nteM1hHyGMTXJPZksPzGm865sXM3jdMr_M4iq8OdeMduJXjf2fNc7jQXOhUIl7WzMCzol30rTykP-9Xvyuzxl9GFIjqPzAjcIGepUqA..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C22892C57C2AEF454209D6CCB042F545196AA969AE7EA9,,2026214,通告尊敬的游客朋友近年来随着青秀山风景区游客量逐年攀升景区东门区域人车混行、交通拥堵问题日益凸显为应群众之所,青秀山,26,2026-03-09 16:03:10
青秀山自然课堂快乐体验心归自然,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIsrprmp5E3AgHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvf0aFCmI-PgoMS9_3uA82gDS3SasL20ms1SyrzMCwjJT4TlRFdoKR0ElKkopfOsDXrLsogrCVpfgVSmORaRCf8qHSTqPU9WELtuznGTaGpoioN-icDYPBlVQ_LeJW-Rhtg..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C22892C57C2AEF454209D6CCB042F545196AA969AE7EA9,,2020417,就这样青秀山自然艺术创作体验活动开始啦四项免费体验活动两项特惠体验活动,青秀山,26,2026-03-09 16:03:12
关于灯会延期期间青秀山风景区夜间限车入园的通告,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIsrprmp5E3AgHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvdaRAhrA3tH3guNhTYWymZA7lXWvnk2llb0pN_LlorY3UISfBPXkFU6FXco0sO4CNkP7WLDi-5QbYaaBz10JGGrEzV_q8MLJ94byY75QlsBWb9iuP8sxs85f_71bqkOtiw..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C22892C57C2AEF454209D6CCB042F545196AA969AE7EA9,,2024319,通告亲爱的游客朋友为了保障灯会期间夜间景区秩序稳定和游客安全青秀山风景区2024年3月23日至24日(十四至十五)4月8日,青秀山,26,2026-03-09 16:03:14
青秀山第1期自然教育培训培训改期通知及入选名单公布,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIRPgTVgLf3BUHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvV5SG818eFLm-Jm86JN3GDwFJUNDf_FmuJfjqllJumllPir5seDkeOEFwcT7K1D8pUoTHYvKwBvO2PFV0bVZkP6_WXDkQGbdfVWVQvAj908EehJS4ZdFI8TwdVqCwyPdzA..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C386FEC57C2AEF454209D6CCB042F545196AA969AE7ED6,,20191017,青秀山科普展示中心(南宁市青秀区凤岭南路66号青秀山种苗基地内122路、72路公交休闲公园站下车导航青秀山种苗基地,青秀山,27,2026-03-09 16:03:46
青秀山自然课堂八月招募令丨夜观青秀山夏夜里的奇妙旅行,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIRPgTVgLf3BUHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvUUmNFJWlf70HWY7R1uwcoaPxx8yfjKGn0tHB7HtNYOifSiyk90Zq2CSQj06_eGHbOsd5t27chXGmzS0vRrpS2gr4d9ghNQa7af2mWzbw_UkNXrF2MUDi1PP28temKTOwg..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C386FEC57C2AEF454209D6CCB042F545196AA969AE7ED6,,2023810,暑期最后一个月让我们带上手电跟随青秀山自然课堂走进两个不同主题的活动来一场夏夜里的奇妙旅行活动一水仙子与它,青秀山,27,2026-03-09 16:03:48
青秀山星空露营金秋不打烊绿野觅山踪带娃一起趣青秀山露营,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIRPgTVgLf3BUHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzveZAmHXr_rashWxfd8cHRj29f__MZDO8ckTA5_F3xAmx1T2A2bcWUmzTYDZr8madC3gt1lf4DPFEnAgIYrDmI3PYRib3I3hpwwwO_MvB2tRvsWacnx1U7xEY-UZGbO56rA..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C386FEC57C2AEF454209D6CCB042F545196AA969AE7ED6,,202449,夜观青秀山探索大自然的奇妙伴随着傍晚最后一缕晚霞的落下我们的奇妙夜之旅也将启程让我们在导师的带领下一起走进夜,青秀山,27,2026-03-09 16:03:49
青秀山秋游季优惠福利送不停更有免费活动等你来体验,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIRPgTVgLf3BUHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvSQdhxwh1N9JchkgALbH5ww5egtyCtHgT5ZYxXPpGU3goeT2RrwsI_qUvyMjxLkBD7y-9d_T1U6Or0_LZTDP9JGEB9agdwpibeOfc1Tuo2hIqMGFxEUuEG8CYioxHkzTmA..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C386FEC57C2AEF454209D6CCB042F545196AA969AE7ED6,,201897,青秀山秋季科普研学正式开启更优质的服务更完善的配套设施更更优惠的团队秋游价格这个秋天青秀山邀您来秋游活动详情,青秀山,27,2026-03-09 16:03:51
青秀山水生花卉观赏季趣味课堂之睡莲主题压花活动招募啦,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIRPgTVgLf3BUHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvZkOh9R4YtEpZQr5cpOCJzsGYwSSzIOWNYT8LmZx1cF8cZnDuDduAKHGAqIosBViDcgmE8COEdW4o13bLlIM_mZNFlgNnX2cAq6sANqLxF2bs1uCpvw35K5flztgI7RZ1g..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C386FEC57C2AEF454209D6CCB042F545196AA969AE7ED6,,2022627,六月到八月的青秀山将你脑海中对水生花卉的一切想象变成现实在欣赏这些水生花卉美丽景色的同时是不是也很想把它永久的定格,青秀山,27,2026-03-09 16:03:53
青秀山菊花展邀你来赏一枝独秀的菊花女神,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIRPgTVgLf3BUHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvSYFDdv8tfEB7Qcf-ksXdN3Q9W0X8CdxCGaOgCzULETqfQvzvoLlHpX9mw2ta2dQgVY92KT6bfMPXV0RhOC85BKoDRdor-0dIK8SzB_gefHl6Oovp8wMvJte0WC6Sbi7DA..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C386FEC57C2AEF454209D6CCB042F545196AA969AE7ED6,,20231215,青秀山东门乘坐W34路、旅游2路(旅游2路仅在周末及节假日期间开行)公交车到青秀山东门站步行至东门青秀山西门乘坐B,青秀山,27,2026-03-09 16:03:54
青秀山大讲堂公益讲堂水生花卉系列公益科普课程第八期开始预约了,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIRPgTVgLf3BUHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzveSPipKevN3CARaIuldwzu8WMWHD7k7ROt1u3zHJuZ-JPLX_pEhVGoO81im1G_QsobSvuqB9Owqo7iTNH5ETAsCYozhaCO9eMohOdU7v73GxnZsj8VsxffdOJBjQH7pCxQ..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C386FEC57C2AEF454209D6CCB042F545196AA969AE7ED6,,2022811,乐享暑假赏荷花坐王莲学知识来青秀山水生花卉观赏季边学边游玩青秀山大讲堂公益讲堂水生花卉系列公益科普课程,青秀山,27,2026-03-09 16:03:57
青秀山菊花展刷屏朋友圈啦这些网红打卡点你都知道吗,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIRPgTVgLf3BUHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvUvHaulCs3Pg8W-rJKvaDsunJqlKggHjmSqxdrikHqx_teNuL3B8VIwACxdIQZ8pWPSZhkYnjZhsFZtJGy3-wdZJx1YcfeEcoXNfeQQrVf9nxEpIoUa1Oxc5eBgmN3LoYQ..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C386FEC57C2AEF454209D6CCB042F545196AA969AE7ED6,,20191213,寻百年古道访千年古寺游万亩森林赏亿年苏邂逅青秀山菊花展又到赏菊游玩好时节近日约150个品种、数量达10万盆菊花昂,青秀山,27,2026-03-09 16:04:00
青秀山野餐BBQ青秀山过年不打烊快来用一场BBQ开启红火兔年,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIRPgTVgLf3BUHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvWw6TDGjrRErXwga_bBFHPMxd4hdRB5ETJvpC1I1dwpv29EE6lQOyxkMm1dj2iZ2NSvkFCieJhw1odMyzM5k5FsFPYzWeHRf0crp3JgCWtKUpTghLRbRioXRtmyIGw2VAg..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C386FEC57C2AEF454209D6CCB042F545196AA969AE7ED6,,2023119,青秀山西门乘坐B10路、32路、33路、89路、94路、121路公交车或地铁3号线至青秀山站从B出口出站步行至西门3号门青秀山,青秀山,27,2026-03-09 16:04:01
青秀山水生花卉观赏季丨青秀山自然课堂八月招募令夜观青秀山夏夜里的奇妙眼睛,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIRPgTVgLf3BUHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvT1cTlzRKjpurYAtbxREy74vunmfz7GLN5DkuROqgMBKy1D61f0ZAHGCc-2R9dCxgw_ZK7oJM33Rt2bXCQzEUS_3iDgKeu7IPpy-TIZNRGWwOBlTNHHvz1xj3x9Nw6p-Fg..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C386FEC57C2AEF454209D6CCB042F545196AA969AE7ED6,,202281,青秀山自然课堂再次通过自然观察罐、手电筒等工具来观察水中动植物的细节让孩子们实地探索去寻找、观察和聆听收获到了不,青秀山,27,2026-03-09 16:04:04
青秀山自然课堂第一期夏令营盛夏自然五日历险训练营精彩回顾,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIqHaUVX1y7ccHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvcXh6ayLo-c3hjaCTXJc6jwLjg_MB_ZWF-h98QNoA581bouJ6VHv0ZXRJ-BUP9OAMwNbWYKIHwKhbNHvlhtMcrC0v-6q_2XR0CgUH7zYxCuJpgkhcvEih9ZQ_LeJW-Rhtg..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C4DFACC57C2AEF454209D6CCB042F545196AA969AE7F07,,2021731,盛夏自然五日历险训练营经过了五天四夜的训练青秀山自然课堂第一期夏令营盛夏自然五日历险训练营圆满谢幕让我们来回顾一,青秀山,28,2026-03-09 16:04:35
青秀山研学夏令营招募在这个暑假拥抱自然,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIqHaUVX1y7ccHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvblTYZJ2r2SqJaltq3kYPYDhsYb13vMRoXESTkmdUrsFhhJ1HynYjDNT_m7Qc_9rtewrDBPAD5NcXxWXnb0eXnQxFHcqJdXPunARBLTiALOJNpGSLbj-xN-54z_tGSZTqA..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C4DFACC57C2AEF454209D6CCB042F545196AA969AE7F07,,2020714,青秀山风景区内研学夏令营时间第一期(7月20日7月23日)第二期(7月27日7月30日)第三期(8月3日8月6日)第四期(,青秀山,28,2026-03-09 16:04:36
青秀山迎春花展龙腾虎跃赏龙植,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIqHaUVX1y7ccHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvWtyYaGjbHp5BNTTsASWqMPpCBnmWlF6kLPqVGcQ4uJRALbaBimPfzpR7IE7at7ZSDnxihqPa-_PmbuZDNQblLYNrki1NbKlq3EgwrGoA7BDtopWuvMKiV9Ae0f8bRARvQ..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C4DFACC57C2AEF454209D6CCB042F545196AA969AE7F07,,202431,青秀山东门乘坐W34路、旅游2路(旅游2路仅在周末及节假日期间开行)公交车到青秀山东门站步行至东门青秀山西门乘坐B,青秀山,28,2026-03-09 16:04:38
青秀山2018新春旺旺嘉年华一起共襄丰盛活动大餐,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIqHaUVX1y7ccHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvSpnqjYdxiiM-YWiP8yvHYE6h74-XKw3p_XzezXl467702J85KyfYsNIS7oHEglS-8TNMusqC7RaiDP6_Gh9ARGVmvbZ567uAe1QzB8i6mu4rp43iKdtEF8CYioxHkzTmA..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C4DFACC57C2AEF454209D6CCB042F545196AA969AE7F07,,201829,青秀山新春为大家准备了丰盛的活动大餐九道珍馐已经就绪就让小编带您提前品味一下吧走起喽郁金香花展郁金香新春花展将,青秀山,28,2026-03-09 16:04:40
破90万青秀山风景区春节假期入园游客量创纪录,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIqHaUVX1y7ccHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvXtMKFxyAfNIgZVJPgqos5TCkxTzAezKlZYt8amzac13Oa2ZX1GowJTnxMikBohCoNopyP2WBXqCBpmtqynlNwtMQXLCTT0YVIkVoiLb_HPw-Ry58YxEWy2jotuuiAmOIg..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C4DFACC57C2AEF454209D6CCB042F545196AA969AE7F07,,2024218,青秀山东门乘坐W34路、旅游2路(旅游2路仅在周末及节假日期间开行)公交车到青秀山东门站步行至东门青秀山西门乘坐B,青秀山,28,2026-03-09 16:04:42
2026年春节青秀山史上最丰富、最精彩的活动已经准备好迎接四方游客,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIqHaUVX1y7ccHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvWzwA7B5zMFU8U37sGFUx7pOcCH6ZQm-8XCCznhsv9OvV2xyIXmLmj97qwkcjUSYKXOGngp1V4dk5GZqAShFp-qZBAdgCV4pOA3xMsju9cAaK0VW-hycElhj3x9Nw6p-Fg..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C4DFACC57C2AEF454209D6CCB042F545196AA969AE7F07,,2026213,青秀山新春攻略欢欢喜喜过新春CHINESENEWYEAR当新年的钟声即将叩响丙午马年的大门青秀山已蓄满一山的热忱与光华静待,青秀山,28,2026-03-09 16:04:44
青秀山周末星乐夜粤语金曲之夜(二)重温经典粤唱粤精彩,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIqHaUVX1y7ccHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzve11ZiKPFEOoelFTd2hn3dm3XwrjNEkeKSVPoeOotDqWqW6ZPYGa5Ng7tijltuuymFOIaoQKpUSMOyPFREPiWhQBx_vC6sMYyOIeN1bkO8NJufjYolUmNWjRtmyIGw2VAg..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C4DFACC57C2AEF454209D6CCB042F545196AA969AE7F07,,20201210,青秀山周末星乐夜粤语金曲之夜(二)老歌仿佛是酒越是珍藏越是醇香听一首脍炙人口的粤语金曲重温经典瞬间2020年12,青秀山,28,2026-03-09 16:04:46
青秀山星空露营夏一站端午去露营,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIqHaUVX1y7ccHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvYd4M9wPgxmMFLLbpjZBPU9Im9X2q9tuIZnQJKDnoN6ErmXdaPWCUIsxl7SizFRFaU1N0xKqwAsmVichfFO6l0aVdUzc2Jq6qXgAZ_sbhz33Av5rIuXhnJj6zvkPgoArRQ..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C4DFACC57C2AEF454209D6CCB042F545196AA969AE7F07,,202262,一顶帐篷、一杯冰饮、一张野餐垫在城市中心体验露营乐趣在青秀山除了收获阳光、草地、欢声笑语还可以自在野餐、打水,青秀山,28,2026-03-09 16:04:48
关于青秀山风景区2024年2月23日、24日(元宵节)夜间限车入园的通告,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIqHaUVX1y7ccHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvWl1xJyEuBzfvJox1GLglNPPq94Akx-yXO_aB955N0qeOxeeM_1XAmdk-cIwMbGTDyDajkTV-2ytoL0Yy08DFWgo0iwE8L9m2OUgh0tI3eZP0J2teeTvw6NAe0f8bRARvQ..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C4DFACC57C2AEF454209D6CCB042F545196AA969AE7F07,,2024221,通告亲爱的游客朋友为了保障元宵节期间夜间景区秩序稳定和游客安全青秀山风景区2024年2月23日(正月十四)、2月24日(元,青秀山,28,2026-03-09 16:04:50
青秀山风景区蜡烛湾水系五座桥梁创意(设计)方案征集公告,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIqHaUVX1y7ccHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvSeqH6wb807IDi5T4ZHJi1aghthjrEaRMP5D2azBtQTI3r-tTKpV8U8uyyHynkTPMhTXanqQgrAaM_LfRPZqxLI7gLwFbRgCBJXQ6R4VnPrJw1Xv7GMStclr1dbZWbKUeQ..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C4DFACC57C2AEF454209D6CCB042F545196AA969AE7F07,,2019927,寻百年古道访千年古寺游万亩森林赏亿年苏铁为打造一流的水系桥梁景观使之成为青秀山风景名胜区标志性景点南宁青秀山,青秀山,28,2026-03-09 16:04:53
青秀山获评20212025年度第一批全国科普教育基地荣誉称号,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIT-5l8NIVfpYHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvQbHgTLu6blEk8zly2F9j76ajbNo1-IN5ycgE7AqHCj4i7RAPNgPft04jiibah_nNdX58TuseuGQB-Viw28SPFILNt071leM3XW6c42leq_UiTQ945kHbdzuL0unUdKkuw..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C61D7AC57C2AEF454209D6CCB042F545196AA969AE7F38,,202248,经过初评、终评和公示等程序青秀山风景区被认定为20212025年度第一批全国科普教育基地有效期至2025年青秀山风景区先后,青秀山,29,2026-03-09 16:05:23
青秀山大讲堂公益讲堂最后一期赶紧上车,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIT-5l8NIVfpYHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvdrADgmw_Zxyt_wAS1IPaY_Ddh1Yx3NZY4kOHswOerxRSFJ137eBgEWIfuWOZ7ZqtOt3_9965EkL2Z-QWpbjgMpPbKKv-Kmpxf3HtqEoxBxZASoYwggS625OJBjQH7pCxQ..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C61D7AC57C2AEF454209D6CCB042F545196AA969AE7F38,,2023510,本周末青秀山兰花特展已经接近尾声我们青秀山大讲堂公益讲堂也将给大家带来最后一波兰花主题的课程来看看模仿兰花的神奇昆,青秀山,29,2026-03-09 16:05:26
青秀山大讲堂公益讲堂了解属于我们自己的菊花文化,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIT-5l8NIVfpYHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvaLG2t4ERH6qfdmEAws26gp_O_p5i7FaON4JlbSeQwUFT9-8emmehxkIPCjq5Ab4NZwqy3T3p_y9BEDsvfeR0pfDfXuSRwr0rNxCuJXTfgXX3N3EcNlKTOrP28temKTOwg..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C61D7AC57C2AEF454209D6CCB042F545196AA969AE7F38,,20221220,本周青秀山大讲堂公益讲堂菊花主题讲座给大家带来菊花的传统文化来看属于我们中国自己的花卉文化在古人心中菊花的地位有哪,青秀山,29,2026-03-09 16:05:28
新年开门红青秀山大年初一单日入园游客量破20万人次创历史新高,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIT-5l8NIVfpYHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzve4sCBRKB9UJYMd2wTFPSK_3rMPHxRX9swJotybM2W2NThJW22ogthNFMwgtZ5EeLxDWeWbj3P3basOXnAEMvA2eNf2xfmvbUrrjqCbqvlSJJxZN679OanE5eBgmN3LoYQ..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C61D7AC57C2AEF454209D6CCB042F545196AA969AE7F38,,2024211,2024年春节假期龙重登场2月10日农历大年初一青秀山风景区接待游客突破20万人次达到2001万人次创历史新高(历史,青秀山,29,2026-03-09 16:05:31
青秀山水生花卉观赏季青秀山志愿讲解员、美术写生志愿者、公益讲堂走进莫奈活动讲师正在火热招募中快来报名吧,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIT-5l8NIVfpYHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvQuP1qsKPI5VWqpT4BrwoZ8anxihel27oEPP8bbEO97IAh44q_XVjLPv02D4F8ccJhuj_OjGxWP3yiQK3BwYsR84yJFX2Mh-C8QYQoRNGETu8He1qw1vWGKfxjh3za6jWA..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C61D7AC57C2AEF454209D6CCB042F545196AA969AE7F38,,202275,2022年青秀山水生花卉观赏季火热进行中今年的水生花卉观赏季同往年相比布点范围广、植物品种多、造景技艺高为进一步提高,青秀山,29,2026-03-09 16:05:32
青秀山苏铁科普馆建成开放苏铁世界的大门正缓缓打开,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS7VNCGM-dyHIT-5l8NIVfpYHYu4a0FuUM1qXa8Fplpd9bBE48N7_WlhBrMWeW-XjGSvW40-yWgXkv-yzEs5kS4tXFpcAXpjzvX0-4YxBQr9AomDTh4-ABt_s15ckrOv6oMG68oopNUUVh5BRvYnVijTKsKIVt0YIu8YPBKj2j4k6b6SYTfjmsxui6t6JCbUo66j3JCBxBIK9I5UPwQ5PmxC54z_tGSZTqA..&type=2&query=%E9%9D%92%E7%A7%80%E5%B1%B1&token=61C61D7AC57C2AEF454209D6CCB042F545196AA969AE7F38,,2023115,青秀山苏铁科普馆今日正式建成开放现在就跟随我们的步伐一起走进苏铁的世界吧一苏铁的重要性苏铁类植物出现在古生代二叠,青秀山,29,2026-03-09 16:05:33
